06/03/13,2:21:51AM,2.00,WPZE RADIO ONE REMNANT 2848
06/03/13,5:50:24AM,2.00,WPZE RADIO ONE REMNANT 2848
06/03/13,9:57:26AM,75.00,WPZE RADIO ONE REMNANT 2848
06/03/13,3:22:58AM,2.00,WPZE RADIO ONE REMNANT 2848
06/03/13,6:35:09AM,75.00,WPZE RADIO ONE REMNANT 2848
06/03/13,9:17:53AM,75.00,WPZE RADIO ONE REMNANT 2848
06/03/13,2:23:48PM,75.00,WPZE RADIO ONE REMNANT 2848
06/03/13,4:20:15AM,2.00,WPZE RADIO ONE REMNANT 2848
06/03/13,1:44:06AM,2.00,WPZE RADIO ONE REMNANT 2848
06/04/13,6:57:49AM,75.00,WPZE RADIO ONE REMNANT 2848
06/04/13,1:17:45AM,2.00,WPZE RADIO ONE REMNANT 2848
06/04/13,12:25:22AM,2.00,WPZE RADIO ONE REMNANT 2848
06/04/13,3:41:11AM,2.00,WPZE RADIO ONE REMNANT 2848
06/04/13,2:24:47AM,2.00,WPZE RADIO ONE REMNANT 2848
06/04/13,5:21:09AM,2.00,WPZE RADIO ONE REMNANT 2848
06/04/13,8:15:57AM,75.00,WPZE RADIO ONE REMNANT 2848
06/04/13,1:46:49PM,75.00,WPZE RADIO ONE REMNANT 2848
06/05/13,4:46:16AM,2.00,WPZE RADIO ONE REMNANT 2848
06/05/13,10:51:16AM,75.00,WPZE RADIO ONE REMNANT 2848
06/05/13,3:25:01AM,2.00,WPZE RADIO ONE REMNANT 2848
06/05/13,11:46:23AM,75.00,WPZE RADIO ONE REMNANT 2848
06/05/13,2:46:44AM,2.00,WPZE RADIO ONE REMNANT 2848
06/05/13,12:22:49AM,2.00,WPZE RADIO ONE REMNANT 2848
06/05/13,2:50:35PM,75.00,WPZE RADIO ONE REMNANT 2848
06/05/13,12:45:27PM,75.00,WPZE RADIO ONE REMNANT 2848
06/05/13,7:52:41AM,75.00,WPZE RADIO ONE REMNANT 2848
06/05/13,1:23:08AM,2.00,WPZE RADIO ONE REMNANT 2848
06/06/13,2:22:33AM,2.00,WPZE RADIO ONE REMNANT 2848
06/06/13,3:26:15PM,75.00,WPZE RADIO ONE REMNANT 2848
